Batch change
Module name, Device, Current value, Display format, Comment
Global,EM18691,0,DEC 16BIT,
Global,EM18692,0,DEC 16BIT,
Global,EM18693,0,DEC 16BIT,
Global,EM18694,0,DEC 16BIT,
Global,EM18695,0,DEC 16BIT,
Global,EM18696,0,DEC 16BIT,
Global,EM18697,0,DEC 16BIT,
Global,EM18698,0,DEC 16BIT,
Global,EM18699,0,DEC 16BIT,
Global,EM18700,0,DEC 16BIT,
Global,EM18701,0,DEC 16BIT,
Global,EM18702,0,DEC 16BIT,
Global,EM18703,0,DEC 16BIT,
Global,EM18704,0,DEC 16BIT,
Global,EM18705,0,DEC 16BIT,
Global,EM18706,0,DEC 16BIT,
Global,EM18707,0,DEC 16BIT,
Global,EM18708,0,DEC 16BIT,
Global,EM18709,0,DEC 16BIT,
Global,EM18710,0,DEC 16BIT,
Global,EM18711,0,DEC 16BIT,
Global,EM18712,0,DEC 16BIT,
Global,EM18713,0,DEC 16BIT,
Global,EM18714,0,DEC 16BIT,
Global,EM18715,0,DEC 16BIT,
Global,EM18716,0,DEC 16BIT,
Global,EM18717,0,DEC 16BIT,
Global,EM18718,0,DEC 16BIT,
Global,EM18719,0,DEC 16BIT,
Global,EM18720,0,DEC 16BIT,
Global,EM18721,0,DEC 16BIT,
Global,EM18722,0,DEC 16BIT,
Global,EM18723,0,DEC 16BIT,
Global,EM18724,0,DEC 16BIT,
Global,EM18725,0,DEC 16BIT,
Global,EM18726,0,DEC 16BIT,
Global,EM18727,0,DEC 16BIT,
Global,EM18728,0,DEC 16BIT,
Global,EM18729,0,DEC 16BIT,
Global,EM18730,0,DEC 16BIT,
Global,EM18731,0,DEC 16BIT,
Global,EM18732,0,DEC 16BIT,
Global,EM18733,0,DEC 16BIT,
Global,EM18734,0,DEC 16BIT,
Global,EM18735,0,DEC 16BIT,
Global,EM18736,0,DEC 16BIT,
Global,EM18737,0,DEC 16BIT,
Global,EM18738,0,DEC 16BIT,
Global,EM18739,0,DEC 16BIT,
Global,EM18740,0,DEC 16BIT,
Global,EM18741,0,DEC 16BIT,
Global,EM18742,0,DEC 16BIT,
Global,EM18743,0,DEC 16BIT,
Global,EM18744,0,DEC 16BIT,
Global,EM18745,0,DEC 16BIT,
Global,EM18746,0,DEC 16BIT,
Global,EM18747,0,DEC 16BIT,
Global,EM18748,0,DEC 16BIT,
Global,EM18749,0,DEC 16BIT,
Global,EM18750,0,DEC 16BIT,
Global,EM18751,0,DEC 16BIT,
Global,EM18752,0,DEC 16BIT,
Global,EM18753,0,DEC 16BIT,
Global,EM18754,0,DEC 16BIT,
Global,EM18755,0,DEC 16BIT,
Global,EM18756,0,DEC 16BIT,
Global,EM18757,0,DEC 16BIT,
Global,EM18758,0,DEC 16BIT,
Global,EM18759,0,DEC 16BIT,
Global,EM18760,0,DEC 16BIT,
Global,EM18761,0,DEC 16BIT,
Global,EM18762,0,DEC 16BIT,
Global,EM18763,0,DEC 16BIT,
Global,EM18764,0,DEC 16BIT,
Global,EM18765,0,DEC 16BIT,
Global,EM18766,0,DEC 16BIT,
Global,EM18767,0,DEC 16BIT,
Global,EM18768,0,DEC 16BIT,
Global,EM18769,0,DEC 16BIT,
Global,EM18770,0,DEC 16BIT,
Global,EM18771,0,DEC 16BIT,
Global,EM18772,0,DEC 16BIT,
Global,EM18773,0,DEC 16BIT,
Global,EM18774,0,DEC 16BIT,
Global,EM18775,0,DEC 16BIT,
Global,EM18776,0,DEC 16BIT,
Global,EM18777,0,DEC 16BIT,
Global,EM18778,0,DEC 16BIT,
Global,EM18779,0,DEC 16BIT,
Global,EM18780,0,DEC 16BIT,
Global,EM18781,0,DEC 16BIT,
Global,EM18782,0,DEC 16BIT,
Global,EM18783,0,DEC 16BIT,
Global,EM18784,0,DEC 16BIT,
Global,EM18785,0,DEC 16BIT,
Global,EM18786,0,DEC 16BIT,
Global,EM18787,0,DEC 16BIT,
Global,EM18788,0,DEC 16BIT,
Global,EM18789,0,DEC 16BIT,
Global,EM18790,0,DEC 16BIT,
Global,EM18791,0,DEC 16BIT,
Global,EM18792,0,DEC 16BIT,
Global,EM18793,0,DEC 16BIT,
Global,EM18794,0,DEC 16BIT,
Global,EM18795,0,DEC 16BIT,
Global,EM18796,0,DEC 16BIT,
Global,EM18797,0,DEC 16BIT,
Global,EM18798,0,DEC 16BIT,
Global,EM18799,0,DEC 16BIT,
Global,EM18800,0,DEC 16BIT,
Global,EM18801,0,DEC 16BIT,
Global,EM18802,0,DEC 16BIT,
Global,EM18803,0,DEC 16BIT,
Global,EM18804,0,DEC 16BIT,
Global,EM18805,0,DEC 16BIT,
Global,EM18806,0,DEC 16BIT,
Global,EM18807,0,DEC 16BIT,
Global,EM18808,0,DEC 16BIT,
Global,EM18809,0,DEC 16BIT,
Global,EM18810,0,DEC 16BIT,
Global,EM18811,0,DEC 16BIT,
Global,EM18812,0,DEC 16BIT,
Global,EM18813,0,DEC 16BIT,
Global,EM18814,0,DEC 16BIT,
Global,EM18815,0,DEC 16BIT,
Global,EM18816,0,DEC 16BIT,
Global,EM18817,0,DEC 16BIT,
Global,EM18818,0,DEC 16BIT,
Global,EM18819,0,DEC 16BIT,
Global,EM18820,0,DEC 16BIT,
Global,EM18821,0,DEC 16BIT,
Global,EM18822,0,DEC 16BIT,
Global,EM18823,0,DEC 16BIT,
Global,EM18824,0,DEC 16BIT,
Global,EM18825,0,DEC 16BIT,
Global,EM18826,0,DEC 16BIT,
Global,EM18827,0,DEC 16BIT,
Global,EM18828,0,DEC 16BIT,
Global,EM18829,0,DEC 16BIT,
Global,EM18830,0,DEC 16BIT,
Global,EM18831,0,DEC 16BIT,
Global,EM18832,0,DEC 16BIT,
Global,EM18833,0,DEC 16BIT,
Global,EM18834,0,DEC 16BIT,
Global,EM18835,0,DEC 16BIT,
Global,EM18836,0,DEC 16BIT,
Global,EM18837,0,DEC 16BIT,
Global,EM18838,0,DEC 16BIT,
Global,EM18839,0,DEC 16BIT,
Global,EM18840,0,DEC 16BIT,
Global,EM18841,0,DEC 16BIT,
Global,EM18842,0,DEC 16BIT,
Global,EM18843,0,DEC 16BIT,
Global,EM18844,0,DEC 16BIT,
Global,EM18845,0,DEC 16BIT,
Global,EM18846,0,DEC 16BIT,
Global,EM18847,0,DEC 16BIT,
Global,EM18848,0,DEC 16BIT,
Global,EM18849,0,DEC 16BIT,
Global,EM18850,0,DEC 16BIT,
Global,EM18851,0,DEC 16BIT,
Global,EM18852,0,DEC 16BIT,
Global,EM18853,0,DEC 16BIT,
Global,EM18854,0,DEC 16BIT,
Global,EM18855,0,DEC 16BIT,
Global,EM18856,0,DEC 16BIT,
Global,EM18857,0,DEC 16BIT,
Global,EM18858,0,DEC 16BIT,
Global,EM18859,0,DEC 16BIT,
Global,EM18860,0,DEC 16BIT,
Global,EM18861,0,DEC 16BIT,
Global,EM18862,0,DEC 16BIT,
Global,EM18863,0,DEC 16BIT,
Global,EM18864,0,DEC 16BIT,
Global,EM18865,0,DEC 16BIT,
Global,EM18866,0,DEC 16BIT,
Global,EM18867,0,DEC 16BIT,
Global,EM18868,0,DEC 16BIT,
Global,EM18869,0,DEC 16BIT,
Global,EM18870,0,DEC 16BIT,
Global,EM18871,0,DEC 16BIT,
Global,EM18872,0,DEC 16BIT,
Global,EM18873,0,DEC 16BIT,
Global,EM18874,0,DEC 16BIT,
Global,EM18875,0,DEC 16BIT,
Global,EM18876,0,DEC 16BIT,
Global,EM18877,0,DEC 16BIT,
Global,EM18878,0,DEC 16BIT,
Global,EM18879,0,DEC 16BIT,
Global,EM18880,0,DEC 16BIT,
Global,EM18881,0,DEC 16BIT,
Global,EM18882,0,DEC 16BIT,
Global,EM18883,0,DEC 16BIT,
Global,EM18884,0,DEC 16BIT,
Global,EM18885,0,DEC 16BIT,
Global,EM18886,0,DEC 16BIT,
Global,EM18887,0,DEC 16BIT,
Global,EM18888,0,DEC 16BIT,
Global,EM18889,0,DEC 16BIT,
Global,EM18890,0,DEC 16BIT,
Global,EM18891,0,DEC 16BIT,
Global,EM18892,0,DEC 16BIT,
Global,EM18893,0,DEC 16BIT,
Global,EM18894,0,DEC 16BIT,
Global,EM18895,0,DEC 16BIT,
Global,EM18896,0,DEC 16BIT,
Global,EM18897,0,DEC 16BIT,
Global,EM18898,0,DEC 16BIT,
Global,EM18899,0,DEC 16BIT,
Global,EM18900,0,DEC 16BIT,
Global,EM18901,0,DEC 16BIT,
Global,EM18902,0,DEC 16BIT,
Global,EM18903,0,DEC 16BIT,
Global,EM18904,0,DEC 16BIT,
Global,EM18905,0,DEC 16BIT,
Global,EM18906,0,DEC 16BIT,
Global,EM18907,0,DEC 16BIT,
Global,EM18908,0,DEC 16BIT,
Global,EM18909,0,DEC 16BIT,
Global,EM18910,0,DEC 16BIT,
Global,EM18911,0,DEC 16BIT,
Global,EM18912,0,DEC 16BIT,
Global,EM18913,0,DEC 16BIT,
Global,EM18914,0,DEC 16BIT,
Global,EM18915,0,DEC 16BIT,
Global,EM18916,0,DEC 16BIT,
Global,EM18917,0,DEC 16BIT,
Global,EM18918,0,DEC 16BIT,
Global,EM18919,0,DEC 16BIT,
Global,EM18920,0,DEC 16BIT,
Global,EM18921,0,DEC 16BIT,
Global,EM18922,0,DEC 16BIT,
Global,EM18923,0,DEC 16BIT,
Global,EM18924,0,DEC 16BIT,
Global,EM18925,0,DEC 16BIT,
Global,EM18926,0,DEC 16BIT,
Global,EM18927,0,DEC 16BIT,
Global,EM18928,0,DEC 16BIT,
Global,EM18929,0,DEC 16BIT,
Global,EM18930,0,DEC 16BIT,
Global,EM18931,0,DEC 16BIT,
Global,EM18932,0,DEC 16BIT,
Global,EM18933,0,DEC 16BIT,
Global,EM18934,0,DEC 16BIT,
Global,EM18935,0,DEC 16BIT,
Global,EM18936,0,DEC 16BIT,
Global,EM18937,0,DEC 16BIT,
Global,EM18938,0,DEC 16BIT,
Global,EM18939,0,DEC 16BIT,
Global,EM18940,0,DEC 16BIT,
Global,EM18941,0,DEC 16BIT,
Global,EM18942,0,DEC 16BIT,
Global,EM18943,0,DEC 16BIT,
Global,EM18944,0,DEC 16BIT,
Global,EM18945,0,DEC 16BIT,
Global,EM18946,0,DEC 16BIT,
Global,EM18947,0,DEC 16BIT,
Global,EM18948,0,DEC 16BIT,
Global,EM18949,0,DEC 16BIT,
Global,EM18950,0,DEC 16BIT,
Global,EM18951,0,DEC 16BIT,
Global,EM18952,0,DEC 16BIT,
Global,EM18953,0,DEC 16BIT,
Global,EM18954,0,DEC 16BIT,
Global,EM18955,0,DEC 16BIT,
Global,EM18956,0,DEC 16BIT,
Global,EM18957,0,DEC 16BIT,
Global,EM18958,0,DEC 16BIT,
Global,EM18959,0,DEC 16BIT,
Global,EM18960,0,DEC 16BIT,
Global,EM18961,0,DEC 16BIT,
Global,EM18962,0,DEC 16BIT,
Global,EM18963,0,DEC 16BIT,
Global,EM18964,0,DEC 16BIT,
Global,EM18965,0,DEC 16BIT,
Global,EM18966,0,DEC 16BIT,
Global,EM18967,0,DEC 16BIT,
Global,EM18968,0,DEC 16BIT,
Global,EM18969,0,DEC 16BIT,
Global,EM18970,0,DEC 16BIT,
Global,EM18971,0,DEC 16BIT,
Global,EM18972,0,DEC 16BIT,
Global,EM18973,0,DEC 16BIT,
Global,EM18974,0,DEC 16BIT,
Global,EM18975,0,DEC 16BIT,
Global,EM18976,0,DEC 16BIT,
Global,EM18977,0,DEC 16BIT,
Global,EM18978,0,DEC 16BIT,
Global,EM18979,0,DEC 16BIT,
Global,EM18980,0,DEC 16BIT,
Global,EM18981,0,DEC 16BIT,
Global,EM18982,0,DEC 16BIT,
Global,EM18983,0,DEC 16BIT,
Global,EM18984,0,DEC 16BIT,
Global,EM18985,0,DEC 16BIT,
Global,EM18986,0,DEC 16BIT,
Global,EM18987,0,DEC 16BIT,
Global,EM18988,0,DEC 16BIT,
Global,EM18989,0,DEC 16BIT,
Global,EM18990,0,DEC 16BIT,
Global,EM18991,0,DEC 16BIT,
Global,EM18992,0,DEC 16BIT,
Global,EM18993,0,DEC 16BIT,
Global,EM18994,0,DEC 16BIT,
Global,EM18995,0,DEC 16BIT,
Global,EM18996,0,DEC 16BIT,
Global,EM18997,0,DEC 16BIT,
Global,EM18998,0,DEC 16BIT,
Global,EM18999,0,DEC 16BIT,
Global,EM19000,0,DEC 16BIT,
Global,EM19001,0,DEC 16BIT,
Global,EM19002,0,DEC 16BIT,
Global,EM19003,0,DEC 16BIT,
Global,EM19004,0,DEC 16BIT,
Global,EM19005,0,DEC 16BIT,
Global,EM19006,0,DEC 16BIT,
Global,EM19007,0,DEC 16BIT,
Global,EM19008,0,DEC 16BIT,
Global,EM19009,0,DEC 16BIT,
Global,EM19010,0,DEC 16BIT,
Global,EM19011,0,DEC 16BIT,
Global,EM19012,0,DEC 16BIT,
Global,EM19013,0,DEC 16BIT,
Global,EM19014,0,DEC 16BIT,
Global,EM19015,0,DEC 16BIT,
Global,EM19016,0,DEC 16BIT,
Global,EM19017,0,DEC 16BIT,
Global,EM19018,0,DEC 16BIT,
Global,EM19019,0,DEC 16BIT,
Global,EM19020,0,DEC 16BIT,
Global,EM19021,0,DEC 16BIT,
Global,EM19022,0,DEC 16BIT,
Global,EM19023,0,DEC 16BIT,
Global,EM19024,0,DEC 16BIT,
Global,EM19025,0,DEC 16BIT,
Global,EM19026,0,DEC 16BIT,
Global,EM19027,0,DEC 16BIT,
Global,EM19028,0,DEC 16BIT,
Global,EM19029,0,DEC 16BIT,
Global,EM19030,0,DEC 16BIT,
Global,EM19031,0,DEC 16BIT,
Global,EM19032,0,DEC 16BIT,
Global,EM19033,0,DEC 16BIT,
Global,EM19034,0,DEC 16BIT,
Global,EM19035,0,DEC 16BIT,
Global,EM19036,0,DEC 16BIT,
Global,EM19037,0,DEC 16BIT,
Global,EM19038,0,DEC 16BIT,
Global,EM19039,0,DEC 16BIT,
Global,EM19040,0,DEC 16BIT,
Global,EM19041,0,DEC 16BIT,
Global,EM19042,0,DEC 16BIT,
Global,EM19043,0,DEC 16BIT,
Global,EM19044,0,DEC 16BIT,
Global,EM19045,0,DEC 16BIT,
Global,EM19046,0,DEC 16BIT,
Global,EM19047,0,DEC 16BIT,
Global,EM19048,0,DEC 16BIT,
Global,EM19049,0,DEC 16BIT,
Global,EM19050,0,DEC 16BIT,
Global,EM19051,0,DEC 16BIT,
Global,EM19052,0,DEC 16BIT,
Global,EM19053,0,DEC 16BIT,
Global,EM19054,0,DEC 16BIT,
Global,EM19055,0,DEC 16BIT,
Global,EM19056,0,DEC 16BIT,
Global,EM19057,0,DEC 16BIT,
Global,EM19058,0,DEC 16BIT,
Global,EM19059,0,DEC 16BIT,
Global,EM19060,0,DEC 16BIT,
Global,EM19061,0,DEC 16BIT,
Global,EM19062,0,DEC 16BIT,
Global,EM19063,0,DEC 16BIT,
Global,EM19064,0,DEC 16BIT,
Global,EM19065,0,DEC 16BIT,
Global,EM19066,0,DEC 16BIT,
Global,EM19067,0,DEC 16BIT,
Global,EM19068,0,DEC 16BIT,
Global,EM19069,0,DEC 16BIT,
Global,EM19070,0,DEC 16BIT,
Global,EM19071,0,DEC 16BIT,
Global,EM19072,0,DEC 16BIT,
Global,EM19073,0,DEC 16BIT,
Global,EM19074,0,DEC 16BIT,
Global,EM19075,0,DEC 16BIT,
Global,EM19076,0,DEC 16BIT,
Global,EM19077,0,DEC 16BIT,
Global,EM19078,0,DEC 16BIT,
Global,EM19079,0,DEC 16BIT,
Global,EM19080,0,DEC 16BIT,
Global,EM19081,0,DEC 16BIT,
Global,EM19082,0,DEC 16BIT,
Global,EM19083,0,DEC 16BIT,
Global,EM19084,0,DEC 16BIT,
Global,EM19085,0,DEC 16BIT,
Global,EM19086,0,DEC 16BIT,
Global,EM19087,0,DEC 16BIT,
Global,EM19088,0,DEC 16BIT,
Global,EM19089,0,DEC 16BIT,
Global,EM19090,0,DEC 16BIT,
Global,EM19091,0,DEC 16BIT,
Global,EM19092,0,DEC 16BIT,
Global,EM19093,0,DEC 16BIT,
Global,EM19094,0,DEC 16BIT,
Global,EM19095,0,DEC 16BIT,
Global,EM19096,0,DEC 16BIT,
Global,EM19097,0,DEC 16BIT,
Global,EM19098,0,DEC 16BIT,
Global,EM19099,0,DEC 16BIT,
Global,EM19100,0,DEC 16BIT,
Global,EM19101,0,DEC 16BIT,
Global,EM19102,0,DEC 16BIT,
Global,EM19103,0,DEC 16BIT,
Global,EM19104,0,DEC 16BIT,
Global,EM19105,0,DEC 16BIT,
Global,EM19106,0,DEC 16BIT,
Global,EM19107,0,DEC 16BIT,
Global,EM19108,0,DEC 16BIT,
Global,EM19109,0,DEC 16BIT,
Global,EM19110,0,DEC 16BIT,
Global,EM19111,0,DEC 16BIT,
Global,EM19112,0,DEC 16BIT,
Global,EM19113,0,DEC 16BIT,
Global,EM19114,0,DEC 16BIT,
Global,EM19115,0,DEC 16BIT,
Global,EM19116,0,DEC 16BIT,
Global,EM19117,0,DEC 16BIT,
Global,EM19118,0,DEC 16BIT,
Global,EM19119,0,DEC 16BIT,
Global,EM19120,0,DEC 16BIT,
Global,EM19121,0,DEC 16BIT,
Global,EM19122,0,DEC 16BIT,
Global,EM19123,0,DEC 16BIT,
Global,EM19124,0,DEC 16BIT,
Global,EM19125,0,DEC 16BIT,
Global,EM19126,0,DEC 16BIT,
Global,EM19127,0,DEC 16BIT,
Global,EM19128,0,DEC 16BIT,
Global,EM19129,0,DEC 16BIT,
Global,EM19130,0,DEC 16BIT,
Global,EM19131,0,DEC 16BIT,
Global,EM19132,0,DEC 16BIT,
Global,EM19133,0,DEC 16BIT,
Global,EM19134,0,DEC 16BIT,
Global,EM19135,0,DEC 16BIT,
Global,EM19136,0,DEC 16BIT,
Global,EM19137,0,DEC 16BIT,
Global,EM19138,0,DEC 16BIT,
Global,EM19139,0,DEC 16BIT,
Global,EM19140,0,DEC 16BIT,
Global,EM19141,0,DEC 16BIT,
Global,EM19142,0,DEC 16BIT,
Global,EM19143,0,DEC 16BIT,
Global,EM19144,0,DEC 16BIT,
Global,EM19145,0,DEC 16BIT,
Global,EM19146,0,DEC 16BIT,
Global,EM19147,0,DEC 16BIT,
Global,EM19148,0,DEC 16BIT,
Global,EM19149,0,DEC 16BIT,
Global,EM19150,0,DEC 16BIT,
Global,EM19151,0,DEC 16BIT,
Global,EM19152,0,DEC 16BIT,
Global,EM19153,0,DEC 16BIT,
Global,EM19154,0,DEC 16BIT,
Global,EM19155,0,DEC 16BIT,
Global,EM19156,0,DEC 16BIT,
Global,EM19157,0,DEC 16BIT,
Global,EM19158,0,DEC 16BIT,
Global,EM19159,0,DEC 16BIT,
Global,EM19160,0,DEC 16BIT,
Global,EM19161,0,DEC 16BIT,
Global,EM19162,0,DEC 16BIT,
Global,EM19163,0,DEC 16BIT,
Global,EM19164,0,DEC 16BIT,
Global,EM19165,0,DEC 16BIT,
Global,EM19166,0,DEC 16BIT,
Global,EM19167,0,DEC 16BIT,
Global,EM19168,0,DEC 16BIT,
Global,EM19169,0,DEC 16BIT,
Global,EM19170,0,DEC 16BIT,
Global,EM19171,0,DEC 16BIT,
Global,EM19172,0,DEC 16BIT,
Global,EM19173,0,DEC 16BIT,
Global,EM19174,0,DEC 16BIT,
Global,EM19175,0,DEC 16BIT,
Global,EM19176,0,DEC 16BIT,
Global,EM19177,0,DEC 16BIT,
Global,EM19178,0,DEC 16BIT,
Global,EM19179,0,DEC 16BIT,
Global,EM19180,0,DEC 16BIT,
Global,EM19181,0,DEC 16BIT,
Global,EM19182,0,DEC 16BIT,
Global,EM19183,0,DEC 16BIT,
Global,EM19184,0,DEC 16BIT,
Global,EM19185,0,DEC 16BIT,
Global,EM19186,0,DEC 16BIT,
Global,EM19187,0,DEC 16BIT,
Global,EM19188,0,DEC 16BIT,
Global,EM19189,0,DEC 16BIT,
Global,EM19190,0,DEC 16BIT,
Global,EM19191,0,DEC 16BIT,
Global,EM19192,0,DEC 16BIT,
Global,EM19193,0,DEC 16BIT,
Global,EM19194,0,DEC 16BIT,
Global,EM19195,0,DEC 16BIT,
Global,EM19196,0,DEC 16BIT,
Global,EM19197,0,DEC 16BIT,
Global,EM19198,0,DEC 16BIT,
Global,EM19199,0,DEC 16BIT,
Global,EM19200,0,DEC 16BIT,
Global,EM19201,0,DEC 16BIT,
Global,EM19202,0,DEC 16BIT,
Global,EM19203,0,DEC 16BIT,
Global,EM19204,0,DEC 16BIT,
Global,EM19205,0,DEC 16BIT,
Global,EM19206,0,DEC 16BIT,
Global,EM19207,0,DEC 16BIT,
Global,EM19208,0,DEC 16BIT,
Global,EM19209,0,DEC 16BIT,
Global,EM19210,0,DEC 16BIT,
Global,EM19211,0,DEC 16BIT,
Global,EM19212,0,DEC 16BIT,
Global,EM19213,0,DEC 16BIT,
Global,EM19214,0,DEC 16BIT,
Global,EM19215,0,DEC 16BIT,
Global,EM19216,0,DEC 16BIT,
Global,EM19217,0,DEC 16BIT,
Global,EM19218,0,DEC 16BIT,
Global,EM19219,0,DEC 16BIT,
Global,EM19220,0,DEC 16BIT,
Global,EM19221,0,DEC 16BIT,
Global,EM19222,0,DEC 16BIT,
Global,EM19223,0,DEC 16BIT,
Global,EM19224,0,DEC 16BIT,
Global,EM19225,0,DEC 16BIT,
Global,EM19226,0,DEC 16BIT,
Global,EM19227,0,DEC 16BIT,
Global,EM19228,0,DEC 16BIT,
Global,EM19229,0,DEC 16BIT,
Global,EM19230,0,DEC 16BIT,
Global,EM19231,0,DEC 16BIT,
Global,EM19232,0,DEC 16BIT,
Global,EM19233,0,DEC 16BIT,
Global,EM19234,0,DEC 16BIT,
Global,EM19235,0,DEC 16BIT,
Global,EM19236,0,DEC 16BIT,
Global,EM19237,0,DEC 16BIT,
Global,EM19238,0,DEC 16BIT,
Global,EM19239,0,DEC 16BIT,
Global,EM19240,0,DEC 16BIT,
Global,EM19241,0,DEC 16BIT,
Global,EM19242,0,DEC 16BIT,
Global,EM19243,0,DEC 16BIT,
Global,EM19244,0,DEC 16BIT,
Global,EM19245,0,DEC 16BIT,
Global,EM19246,0,DEC 16BIT,
Global,EM19247,0,DEC 16BIT,
Global,EM19248,0,DEC 16BIT,
Global,EM19249,0,DEC 16BIT,
Global,EM19250,0,DEC 16BIT,
Global,EM19251,0,DEC 16BIT,
Global,EM19252,0,DEC 16BIT,
Global,EM19253,0,DEC 16BIT,
Global,EM19254,0,DEC 16BIT,
Global,EM19255,0,DEC 16BIT,
Global,EM19256,0,DEC 16BIT,
Global,EM19257,0,DEC 16BIT,
Global,EM19258,0,DEC 16BIT,
Global,EM19259,0,DEC 16BIT,
Global,EM19260,0,DEC 16BIT,
Global,EM19261,0,DEC 16BIT,
Global,EM19262,0,DEC 16BIT,
Global,EM19263,0,DEC 16BIT,
Global,EM19264,0,DEC 16BIT,
Global,EM19265,0,DEC 16BIT,
Global,EM19266,0,DEC 16BIT,
Global,EM19267,0,DEC 16BIT,
Global,EM19268,0,DEC 16BIT,
Global,EM19269,0,DEC 16BIT,
Global,EM19270,0,DEC 16BIT,
Global,EM19271,0,DEC 16BIT,
Global,EM19272,0,DEC 16BIT,
Global,EM19273,0,DEC 16BIT,
Global,EM19274,0,DEC 16BIT,
Global,EM19275,0,DEC 16BIT,
Global,EM19276,0,DEC 16BIT,
Global,EM19277,0,DEC 16BIT,
Global,EM19278,0,DEC 16BIT,
Global,EM19279,0,DEC 16BIT,
Global,EM19280,0,DEC 16BIT,
Global,EM19281,0,DEC 16BIT,
Global,EM19282,0,DEC 16BIT,
Global,EM19283,0,DEC 16BIT,
Global,EM19284,0,DEC 16BIT,
Global,EM19285,0,DEC 16BIT,
Global,EM19286,0,DEC 16BIT,
Global,EM19287,0,DEC 16BIT,
Global,EM19288,0,DEC 16BIT,
Global,EM19289,0,DEC 16BIT,
Global,EM19290,0,DEC 16BIT,
Global,EM19291,0,DEC 16BIT,
Global,EM19292,0,DEC 16BIT,
Global,EM19293,0,DEC 16BIT,
Global,EM19294,0,DEC 16BIT,
Global,EM19295,0,DEC 16BIT,
Global,EM19296,0,DEC 16BIT,
Global,EM19297,0,DEC 16BIT,
Global,EM19298,0,DEC 16BIT,
Global,EM19299,0,DEC 16BIT,
Global,EM19300,0,DEC 16BIT,
Global,EM19301,0,DEC 16BIT,
Global,EM19302,0,DEC 16BIT,
Global,EM19303,0,DEC 16BIT,
Global,EM19304,0,DEC 16BIT,
Global,EM19305,0,DEC 16BIT,
Global,EM19306,0,DEC 16BIT,
Global,EM19307,0,DEC 16BIT,
Global,EM19308,0,DEC 16BIT,
Global,EM19309,0,DEC 16BIT,
Global,EM19310,0,DEC 16BIT,
Global,EM19311,0,DEC 16BIT,
Global,EM19312,0,DEC 16BIT,
Global,EM19313,0,DEC 16BIT,
Global,EM19314,0,DEC 16BIT,
Global,EM19315,0,DEC 16BIT,
Global,EM19316,0,DEC 16BIT,
Global,EM19317,0,DEC 16BIT,
Global,EM19318,0,DEC 16BIT,
Global,EM19319,0,DEC 16BIT,
Global,EM19320,0,DEC 16BIT,
Global,EM19321,0,DEC 16BIT,
Global,EM19322,0,DEC 16BIT,
Global,EM19323,0,DEC 16BIT,
Global,EM19324,0,DEC 16BIT,
Global,EM19325,0,DEC 16BIT,
Global,EM19326,0,DEC 16BIT,
Global,EM19327,0,DEC 16BIT,
Global,EM19328,0,DEC 16BIT,
Global,EM19329,0,DEC 16BIT,
Global,EM19330,0,DEC 16BIT,
Global,EM19331,0,DEC 16BIT,
Global,EM19332,0,DEC 16BIT,
Global,EM19333,0,DEC 16BIT,
Global,EM19334,0,DEC 16BIT,
Global,EM19335,0,DEC 16BIT,
Global,EM19336,0,DEC 16BIT,
Global,EM19337,0,DEC 16BIT,
Global,EM19338,0,DEC 16BIT,
Global,EM19339,0,DEC 16BIT,
Global,EM19340,0,DEC 16BIT,
Global,EM19341,0,DEC 16BIT,
Global,EM19342,0,DEC 16BIT,
Global,EM19343,0,DEC 16BIT,
Global,EM19344,0,DEC 16BIT,
Global,EM19345,0,DEC 16BIT,
Global,EM19346,0,DEC 16BIT,
Global,EM19347,0,DEC 16BIT,
Global,EM19348,0,DEC 16BIT,
Global,EM19349,0,DEC 16BIT,
Global,EM19350,0,DEC 16BIT,
Global,EM19351,0,DEC 16BIT,
Global,EM19352,0,DEC 16BIT,
Global,EM19353,0,DEC 16BIT,
Global,EM19354,0,DEC 16BIT,
Global,EM19355,0,DEC 16BIT,
Global,EM19356,0,DEC 16BIT,
Global,EM19357,0,DEC 16BIT,
Global,EM19358,0,DEC 16BIT,
Global,EM19359,0,DEC 16BIT,
Global,EM19360,0,DEC 16BIT,
Global,EM19361,0,DEC 16BIT,
Global,EM19362,0,DEC 16BIT,
Global,EM19363,0,DEC 16BIT,
Global,EM19364,0,DEC 16BIT,
Global,EM19365,0,DEC 16BIT,
Global,EM19366,0,DEC 16BIT,
Global,EM19367,0,DEC 16BIT,
Global,EM19368,0,DEC 16BIT,
Global,EM19369,0,DEC 16BIT,
Global,EM19370,0,DEC 16BIT,
Global,EM19371,0,DEC 16BIT,
Global,EM19372,0,DEC 16BIT,
Global,EM19373,0,DEC 16BIT,
Global,EM19374,0,DEC 16BIT,
Global,EM19375,0,DEC 16BIT,
Global,EM19376,0,DEC 16BIT,
Global,EM19377,0,DEC 16BIT,
Global,EM19378,0,DEC 16BIT,
Global,EM19379,0,DEC 16BIT,
Global,EM19380,0,DEC 16BIT,
Global,EM19381,0,DEC 16BIT,
Global,EM19382,0,DEC 16BIT,
Global,EM19383,0,DEC 16BIT,
Global,EM19384,0,DEC 16BIT,
Global,EM19385,0,DEC 16BIT,
Global,EM19386,0,DEC 16BIT,
Global,EM19387,0,DEC 16BIT,
Global,EM19388,0,DEC 16BIT,
